gT,gM,Fishing_Pressure,Final_Coral,Final_Turf,Final_Macroalgae,Id,Fishing_ID
11,15,0.1,0.7266569670500235,0.0020009999892860965,5.522717086104162e-5,"Grazer
dominated","Fishing
Pressure
= 0.1"
11.5,15,0.1,0.7267479974978394,0.0019124230947686724,5.277687941580852e-5,"Grazer
dominated","Fishing
Pressure
= 0.1"
12,15,0.1,0.7268313107901174,0.0018313559145388732,5.053478290222965e-5,"Grazer
dominated","Fishing
Pressure
= 0.1"
12.5,15,0.1,0.7269078483821704,0.0017568822343883275,4.8475427411974404e-5,"Grazer
dominated","Fishing
Pressure
= 0.1"
13,15,0.1,0.7269784045729255,0.0016882290610187015,4.657734596917916e-5,"Grazer
dominated","Fishing
Pressure
= 0.1"
13.5,15,0.1,0.7270436541762115,0.0016247396889866189,4.482230732276091e-5,"Grazer
dominated","Fishing
Pressure
= 0.1"
14,15,0.1,0.7271041741742784,0.0015658526252477329,4.3194728422397514e-5,"Grazer
dominated","Fishing
Pressure
= 0.1"
14.5,15,0.1,0.7271604608269894,0.0015110849369860443,4.168121042566812e-5,"Grazer
dominated","Fishing
Pressure
= 0.1"
15,15,0.1,0.7272129433117495,0.0014600189762392077,4.0270168959614866e-5,"Grazer
dominated","Fishing
Pressure
= 0.1"
0,0,0.2,2.2204460492503436e-16,4.440892098500706e-16,0.9999999999999984,"Grazer
dominated","Fishing
Pressure
= 0.2"
0.5,0,0.2,2.498001805406634e-16,2.1411444046342414e-16,0.9999999999999986,"Grazer
dominated","Fishing
Pressure
= 0.2"
1,0,0.2,2.498001805406634e-16,1.362546439312691e-16,0.9999999999999987,"Grazer
dominated","Fishing
Pressure
= 0.2"
1.5,0,0.2,2.498001805406634e-16,9.992007221626405e-17,0.9999999999999987,"Grazer
dominated","Fishing
Pressure
= 0.2"
2,0,0.2,2.498001805406634e-16,7.88842675391558e-17,0.9999999999999987,"Grazer
dominated","Fishing
Pressure
= 0.2"
2.5,0,0.2,2.498001805406634e-16,6.516526448886782e-17,0.9999999999999987,"Grazer
dominated","Fishing
Pressure
= 0.2"
3,0,0.2,2.498001805406634e-16,5.5511151231257784e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
3.5,0,0.2,2.498001805406634e-16,4.8348422040127754e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
4,0,0.2,2.498001805406634e-16,4.2822888092684574e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
4.5,0,0.2,2.498001805406634e-16,3.8430797006255375e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
5,0,0.2,2.498001805406634e-16,3.4855839145208366e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
5.5,0,0.2,2.498001805406634e-16,3.188938474987149e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
6,0,0.2,2.498001805406634e-16,2.938825653419529e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
6.5,0,0.2,2.498001805406634e-16,2.7250928786253814e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
7,0,0.2,2.498001805406634e-16,2.540340819057559e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
7.5,0,0.2,2.498001805406634e-16,2.3790493384824763e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
8,0,0.2,2.498001805406634e-16,2.2370165421551643e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
8.5,0,0.2,2.498001805406634e-16,2.1109874411886754e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
9,0,0.2,2.498001805406634e-16,1.99840144432528e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
9.5,0,0.2,2.498001805406634e-16,1.8972165610683036e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
10,0,0.2,2.498001805406634e-16,1.805784437643325e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
10.5,0,0.2,2.498001805406634e-16,1.722759865797655e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
11,0,0.2,2.498001805406634e-16,1.6470341574109456e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
11.5,0,0.2,2.498001805406634e-16,1.5776853507831162e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
12,0,0.2,2.498001805406634e-16,1.5139404881252127e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
12.5,0,0.2,2.498001805406634e-16,1.4551466827611266e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
13,0,0.2,2.498001805406634e-16,1.4007486759289347e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
13.5,0,0.2,2.498001805406634e-16,1.35027124616573e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
14,0,0.2,2.498001805406634e-16,1.3033052897773568e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
14.5,0,0.2,2.498001805406634e-16,1.2594967086083696e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
15,0,0.2,2.498001805406634e-16,1.2185374660519999e-17,0.9999999999999988,"Grazer
dominated","Fishing
Pressure
= 0.2"
0,0.5,0.2,0.019355875374263372,0.06217501681285078,0.856132022963941,"Grazer
dominated","Fishing
Pressure
= 0.2"
0.5,0.5,0.2,0.022480072429979795,0.020852244692519693,0.8849396232965075,"Grazer
dominated","Fishing
Pressure
= 0.2"
1,0.5,0.2,0.02310366332284457,0.012264944406255885,0.8910357652636577,"Grazer
dominated","Fishing
Pressure
= 0.2"
1.5,0.5,0.2,0.023362108512494196,0.008668754756296616,0.8935998054235897,"Grazer
dominated","Fishing
Pressure
= 0.2"
2,0.5,0.2,0.023502934913272985,0.006699723739501415,0.8950064689315612,"Grazer
dominated","Fishing
Pressure
= 0.2"
2.5,0.5,0.2,0.023591454870998906,0.005458567358549191,0.8958941484015861,"Grazer
dominated","Fishing
Pressure
= 0.2"
3,0.5,0.2,0.023652220205989276,0.0046049983199841615,0.8965050746872141,"Grazer
dominated","Fishing
Pressure
= 0.2"
3.5,0.5,0.2,0.023696506385117725,0.003982103554340469,0.8969511317994125,"Grazer
dominated","Fishing
Pressure
= 0.2"
4,0.5,0.2,0.023730212953800397,0.0035075547449595003,0.8972910889978742,"Grazer
dominated","Fishing
Pressure
= 0.2"
4.5,0.5,0.2,0.023756724843081316,0.0031340191409250408,0.8975587621212467,"Grazer
dominated","Fishing
Pressure
= 0.2"
5,0.5,0.2,0.0237781226543733,0.00283235775008554,0.897774981925199,"Grazer
dominated","Fishing
Pressure
= 0.2"
5.5,0.5,0.2,0.023795755520759982,0.0025836526692628444,0.8979532790347213,"Grazer
dominated","Fishing
Pressure
= 0.2"
6,0.5,0.2,0.023810536504058944,0.0023750879614408337,0.8981028234349734,"Grazer
dominated","Fishing
Pressure
= 0.2"
6.5,0.5,0.2,0.023823105569252188,0.002197673536591611,0.8982300497854301,"Grazer
dominated","Fishing
Pressure
= 0.2"
7,0.5,0.2,0.023833924565431267,0.002044916938386884,0.8983396063519637,"Grazer
dominated","Fishing
Pressure
= 0.2"
7.5,0.5,0.2,0.023843335151040826,0.001912012449930439,0.8984349345946832,"Grazer
dominated","Fishing
Pressure
= 0.2"
8,0.5,0.2,0.023851595497489178,0.0017953268129963583,0.8985186368855619,"Grazer
dominated","Fishing
Pressure
= 0.2"
8.5,0.5,0.2,0.023858904318551654,0.0016920622709774974,0.8985927175130864,"Grazer
dominated","Fishing
Pressure
= 0.2"
9,0.5,0.2,0.02386541705307737,0.001600029489013488,0.8986587451429313,"Grazer
dominated","Fishing
Pressure
= 0.2"
9.5,0.5,0.2,0.02387125703573879,0.0015174907093509515,0.8987179650568644,"Grazer
dominated","Fishing
Pressure
= 0.2"
10,0.5,0.2,0.02387652337772308,0.0014430490426185312,0.8987713783933368,"Grazer
dominated","Fishing
Pressure
= 0.2"
10.5,0.5,0.2,0.023881296634871405,0.00137556880360561,0.8988197991785112,"Grazer
dominated","Fishing
Pressure
= 0.2"
11,0.5,0.2,0.023885642955530854,0.0013141171895496107,0.8988638960854187,"Grazer
dominated","Fishing
Pressure
= 0.2"
11.5,0.5,0.2,0.02388961716345373,0.0012579209157968926,0.8989042234881736,"Grazer
dominated","Fishing
Pressure
= 0.2"
12,0.5,0.2,0.023893265081627955,0.001206333517238342,0.8989412448814188,"Grazer
dominated","Fishing
Pressure
= 0.2"
12.5,0.5,0.2,0.023896625306476516,0.0011588103756840068,0.898975350768538,"Grazer
dominated","Fishing
Pressure
= 0.2"
13,0.5,0.2,0.023899730578329476,0.0011148894242779736,0.899006872484926,"Grazer
dominated","Fishing
Pressure
= 0.2"
13.5,0.5,0.2,0.023902608851428638,0.0010741760783397594,0.899036092994609,"Grazer
dominated","Fishing
Pressure
= 0.2"
14,0.5,0.2,0.02390528413760632,0.0010363313506957148,0.8990632554060995,"Grazer
dominated","Fishing
Pressure
= 0.2"
14.5,0.5,0.2,0.023907777177584192,0.001001062393126015,0.8990885697504538,"Grazer
dominated","Fishing
Pressure
= 0.2"
15,0.5,0.2,0.02391010597962839,9.681149051574487e-4,0.8991122184216297,"Grazer
dominated","Fishing
Pressure
= 0.2"
0,1,0.2,0.031241729758368676,0.14941731435997657,0.7312067496163234,"Grazer
dominated","Fishing
Pressure
= 0.2"
0.5,1,0.2,0.04286470326442215,0.04225597791111803,0.7992624445043023,"Grazer
dominated","Fishing
Pressure
= 0.2"
1,1,0.2,0.044757354465780025,0.022806811728983523,0.8124431327320863,"Grazer
dominated","Fishing
Pressure
= 0.2"
1.5,1,0.2,0.045446079374459214,0.015525402968350057,0.8174443398383083,"Grazer
dominated","Fishing
Pressure
= 0.2"
2,1,0.2,0.04579848332764192,0.01175347629001139,0.8200493694863349,"Grazer
dominated","Fishing
Pressure
= 0.2"
2.5,1,0.2,0.7034586212778765,0.010893413611198478,0.013574779356071699,"Grazer
dominated","Fishing
Pressure
= 0.2"
3,1,0.2,0.7082933591600366,0.008893026885319021,0.010890057419262106,"Grazer
dominated","Fishing
Pressure
= 0.2"
3.5,1,0.2,0.7115676227087042,0.007514739721444102,0.009095674480435544,"Grazer
dominated","Fishing
Pressure
= 0.2"
4,1,0.2,0.7139341099503257,0.006506953137216891,0.007810532869340821,"Grazer
dominated","Fishing
Pressure
= 0.2"
4.5,1,0.2,0.7157252076681644,0.005737799885546336,0.00684433650153491,"Grazer
dominated","Fishing
Pressure
= 0.2"
5,1,0.2,0.7171283852456162,0.005131416196601462,0.006091261618216857,"Grazer
dominated","Fishing
Pressure
= 0.2"
5.5,1,0.2,0.7182575311340018,0.0046410395279924115,0.005487702166597703,"Grazer
dominated","Fishing
Pressure
= 0.2"
6,1,0.2,0.7191858724377185,0.004236266093865142,0.004993101752356611,"Grazer
dominated","Fishing
Pressure
= 0.2"
6.5,1,0.2,0.7199626533846448,0.0038964687177599384,0.004580369853968764,"Grazer
dominated","Fishing
Pressure
= 0.2"
7,1,0.2,0.7206222193215209,0.003607157670659374,0.004230716719584907,"Grazer
dominated","Fishing
Pressure
= 0.2"
7.5,1,0.2,0.7211892593524255,0.0033578551036711765,0.003930698010872701,"Grazer
dominated","Fishing
Pressure
= 0.2"
8,1,0.2,0.7216819792912982,0.0031407959513089336,0.003670438960271903,"Grazer
dominated","Fishing
Pressure
= 0.2"
8.5,1,0.2,0.722114099903897,0.0029501030882255973,0.0034425227735033932,"Grazer
dominated","Fishing
Pressure
= 0.2"
9,1,0.2,0.7224961586139524,0.0027812462773876157,0.0032412702764163053,"Grazer
dominated","Fishing
Pressure
= 0.2"
9.5,1,0.2,0.7228363825148648,0.0026306771451903607,0.0030622589816048677,"Grazer
dominated","Fishing
Pressure
= 0.2"
10,1,0.2,0.7231412888995764,0.0024955767910492498,0.0029019935735049847,"Grazer
dominated","Fishing
Pressure
= 0.2"
10.5,1,0.2,0.723416107660706,0.002373677458738794,0.0027576749464395056,"Grazer
dominated","Fishing
Pressure
= 0.2"
11,1,0.2,0.7236650843213339,0.002263134092107991,0.0026270350288564084,"Grazer
dominated","Fishing
Pressure
= 0.2"
11.5,1,0.2,0.7238917012942557,0.0021624302176793462,0.0025082165167381815,"Grazer
dominated","Fishing
Pressure
= 0.2"
12,1,0.2,0.7240988420123475,0.0020703079060111576,0.0023996838845731622,"Grazer
dominated","Fishing
Pressure
= 0.2"
12.5,1,0.2,0.7242889144335807,0.001985714917790009,0.0023001565757378296,"Grazer
dominated","Fishing
Pressure
= 0.2"
13,1,0.2,0.7244639451901713,0.001907764308087428,0.002208558178750495,"Grazer
dominated","Fishing
Pressure
= 0.2"
13.5,1,0.2,0.7246256522139845,0.0018357031919550683,0.0021239772970581463,"Grazer
dominated","Fishing
Pressure
= 0.2"
14,1,0.2,0.7247755013693787,0.00176888833540142,0.0020456370887969124,"Grazer
dominated","Fishing
Pressure
= 0.2"
14.5,1,0.2,0.7249147510574236,0.001706766892649583,0.0019728713147808457,"Grazer
dominated","Fishing
Pressure
= 0.2"
15,1,0.2,0.7250444876707587,0.001648861066675851,0.0019051053278963752,"Grazer
dominated","Fishing
Pressure
= 0.2"
0,1.5,0.2,0.03813008177208412,0.23658989850222664,0.6264009286534833,"Grazer
dominated","Fishing
Pressure
= 0.2"
0.5,1.5,0.2,0.0655023690290765,0.0678567866517743,0.7161597122023491,"Grazer
dominated","Fishing
Pressure
= 0.2"
1,1.5,0.2,0.07043242434632209,0.03356497377374867,0.7370800478079119,"Grazer
dominated","Fishing
Pressure
= 0.2"
1.5,1.5,0.2,0.6982929879672781,0.019445577032076944,0.010419423512306908,"Grazer
dominated","Fishing
Pressure
= 0.2"
2,1.5,0.2,0.7071522840182562,0.013871135811034793,0.007288828717193373,"Grazer
dominated","Fishing
Pressure
= 0.2"
2.5,1.5,0.2,0.712005751134982,0.010785574264965061,0.005608113785314975,"Grazer
dominated","Fishing
Pressure
= 0.2"
3,1.5,0.2,0.7150728759620788,0.008824402904977937,0.004558218066095923,"Grazer
dominated","Fishing
Pressure
= 0.2"
3.5,1.5,0.2,0.7171875204192926,0.007467258746017403,0.0038397937391106865,"Grazer
dominated","Fishing
Pressure
= 0.2"
4,1.5,0.2,0.7187340538598624,0.006472158864825071,0.003317156782384477,"Grazer
dominated","Fishing
Pressure
= 0.2"
4.5,1.5,0.2,0.7199144340146363,0.005711211478237086,0.002919826322071999,"Grazer
dominated","Fishing
Pressure
= 0.2"
5,1.5,0.2,0.7208449905661207,0.005110439213763786,0.0026075414913870444,"Grazer
dominated","Fishing
Pressure
= 0.2"
5.5,1.5,0.2,0.7215974750162222,0.004624068297649154,0.002355626901155996,"Grazer
dominated","Fishing
Pressure
= 0.2"
6,1.5,0.2,0.7222185539651363,0.004222253878443865,0.002148114141811497,"Grazer
dominated","Fishing
Pressure
= 0.2"
6.5,1.5,0.2,0.7227398933276122,0.0038847040834432307,0.0019742116644797174,"Grazer
dominated","Fishing
Pressure
= 0.2"
7,1.5,0.2,0.7231837387522538,0.0035971402333184596,0.001826363708613316,"Grazer
dominated","Fishing
Pressure
= 0.2"
7.5,1.5,0.2,0.7235661768724081,0.003349222698452361,0.0016991218444382063,"Grazer
dominated","Fishing
Pressure
= 0.2"
8,1.5,0.2,0.7238991292121256,0.0031332800056045537,0.0015884580550120622,"Grazer
dominated","Fishing
Pressure
= 0.2"
8.5,1.5,0.2,0.7241916184701727,0.0029435002317743254,0.0014913301084534844,"Grazer
dominated","Fishing
Pressure
= 0.2"
9,1.5,0.2,0.7244505992454074,0.0027753996927962266,0.0014053973371868712,"Grazer
dominated","Fishing
Pressure
= 0.2"
9.5,1.5,0.2,0.7246815185357477,0.0026254639717213585,0.001328829403500668,"Grazer
dominated","Fishing
Pressure
= 0.2"
10,1.5,0.2,0.7248887033006709,0.0024908994075294004,0.00126017439083374,"Grazer
dominated","Fishing
Pressure
= 0.2"
10.5,1.5,0.2,0.7250756342999235,0.002369457320154779,0.0011982658025269603,"Grazer
dominated","Fishing
Pressure
= 0.2"
11,1.5,0.2,0.7252451433289611,0.002259307287890517,0.0011421557054425739,"Grazer
dominated","Fishing
Pressure
= 0.2"
11.5,1.5,0.2,0.7253995577399704,0.002158944215618651,0.0010910658265887484,"Grazer
dominated","Fishing
Pressure
= 0.2"
12,1.5,0.2,0.725540807985744,0.002067119128359332,0.0010443512188313474,"Grazer
dominated","Fishing
Pressure
= 0.2"
12.5,1.5,0.2,0.7256705087735718,0.0019827869115831547,0.0010014728813349213,"Grazer
dominated","Fishing
Pressure
= 0.2"
13,1.5,0.2,0.7257900210878905,0.0019050663464282294,9.619768614018509e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
13.5,1.5,0.2,0.7259005001447741,0.001833209192317137,9.254781155247207e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
14,1.5,0.2,0.7260029328656807,0.0017665760141869317,8.916479113479571e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
14.5,1.5,0.2,0.7260981674490748,0.0017046170979207575,8.602038961039463e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
15,1.5,0.2,0.7261869369180719,0.0016468572467433133,8.309021954834574e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
0,2,0.2,0.042389367711200915,0.30843891969648696,0.5452331315622926,"Grazer
dominated","Fishing
Pressure
= 0.2"
0.5,2,0.2,0.09979329326284965,0.10667392491955328,0.607140429426938,"Grazer
dominated","Fishing
Pressure
= 0.2"
1,2,0.2,0.6846428762839382,0.0323028187762533,0.011255344656043194,"Grazer
dominated","Fishing
Pressure
= 0.2"
1.5,2,0.2,0.7025219490758413,0.019342924013063173,0.0065195044936733225,"Grazer
dominated","Fishing
Pressure
= 0.2"
2,2,0.2,0.7100528312416922,0.013823192451440307,0.004595878935568983,"Grazer
dominated","Fishing
Pressure
= 0.2"
2.5,2,0.2,0.7142146980150168,0.010757942427243544,0.003550147302701442,"Grazer
dominated","Fishing
Pressure
= 0.2"
3,2,0.2,0.7168570477582408,0.008806463643835957,0.0028924943415301425,"Grazer
dominated","Fishing
Pressure
= 0.2"
3.5,2,0.2,0.7186841313930654,0.00745468343702643,0.002440568948317412,"Grazer
dominated","Fishing
Pressure
= 0.2"
4,2,0.2,0.7200230195997998,0.006462858538825544,0.0021108477484575983,"Grazer
dominated","Fishing
Pressure
= 0.2"
4.5,2,0.2,0.7210463969427902,0.005704055891729261,0.001859647933909502,"Grazer
dominated","Fishing
Pressure
= 0.2"
5,2,0.2,0.7218540691489705,0.005104764000330005,0.0016618961415949412,"Grazer
dominated","Fishing
Pressure
= 0.2"
5.5,2,0.2,0.7225077506980482,0.004619457559469326,0.0015021699682972788,"Grazer
dominated","Fishing
Pressure
= 0.2"
6,2,0.2,0.7230476581115525,0.004218434047292017,0.0013704611596733081,"Grazer
dominated","Fishing
Pressure
= 0.2"
6.5,2,0.2,0.7235011227155941,0.0038814878731768827,0.001259991022771441,"Grazer
dominated","Fishing
Pressure
= 0.2"
7,2,0.2,0.7238873692365201,0.00359439512917693,0.0011660047836580432,"Grazer
dominated","Fishing
Pressure
= 0.2"
7.5,2,0.2,0.7242203143141271,0.003346852309085357,0.0010850685955219959,"Grazer
dominated","Fishing
Pressure
= 0.2"
8,2,0.2,0.724510280438861,0.0031312125449285606,0.0010146405632233363,"Grazer
dominated","Fishing
Pressure
= 0.2"
8.5,2,0.2,0.7247650860013236,0.002941681142048114,9.527987633142082e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
9,2,0.2,0.7249907612760578,0.002773786770636676,8.980630738862095e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
9.5,2,0.2,0.7251920320110313,0.002624024059629042,0.00084927511400221525,"Grazer
dominated","Fishing
Pressure
= 0.2"
10,2,0.2,0.7253726541159181,0.0024896060942571144,8.055153199965923e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
10.5,2,0.2,0.7255356503312921,0.0023682893084763985,7.660444131173303e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
11,2,0.2,0.7256834808132434,0.0022582472142752374,7.302612788695795e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
11.5,2,0.2,0.7258181682054713,0.0021579777823126597,6.976721288628662e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
12,2,0.2,0.7259413907631997,0.0020662344555015372,6.678675698114343e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
12.5,2,0.2,0.7260545526615314,0.0019819740469257095,6.405053111428059e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
13,2,0.2,0.7261588377542,0.0019043168896836784,6.152969572360966e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
13.5,2,0.2,0.7262552511561573,0.0018325160040438587,5.919978012440896e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
14,2,0.2,0.7263446517505802,0.0017659329878231113,5.70398853683952e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
14.5,2,0.2,0.7264277778501945,0.0017040189795455903,5.503205549904546e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
15,2,0.2,0.726505267637854,0.0016462994913025138,5.316077711056561e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
0,2.5,0.2,0.04529513246823287,0.36531602615107295,0.4826501956134617,"Grazer
dominated","Fishing
Pressure
= 0.2"
0.5,2.5,0.2,0.5938389882820175,0.10346048530737265,0.031163632312461487,"Grazer
dominated","Fishing
Pressure
= 0.2"
1,2.5,0.2,0.6880921527274131,0.03214933089041478,0.008133058128377963,"Grazer
dominated","Fishing
Pressure
= 0.2"
1.5,2.5,0.2,0.7044412623489282,0.019296583752544026,0.004749918583462461,"Grazer
dominated","Fishing
Pressure
= 0.2"
2,2.5,0.2,0.7113855534879633,0.013801240593522982,0.0033587533374869662,"Grazer
dominated","Fishing
Pressure
= 0.2"
2.5,2.5,0.2,0.7152360833091194,0.010745198799105451,0.0025987031477157376,"Grazer
dominated","Fishing
Pressure
= 0.2"
3,2.5,0.2,0.717685203606988,0.008798153808328279,0.002119405886923873,"Grazer
dominated","Fishing
Pressure
= 0.2"
3.5,2.5,0.2,0.7193806118387924,0.007448841125477344,0.001789472141726661,"Grazer
dominated","Fishing
Pressure
= 0.2"
4,2.5,0.2,0.7206239856949603,0.006458528604093565,0.0015484667032765653,"Grazer
dominated","Fishing
Pressure
= 0.2"
4.5,2.5,0.2,0.7215749032899651,0.005700719181209948,0.0013646941527438777,"Grazer
dominated","Fishing
Pressure
= 0.2"
5,2.5,0.2,0.7223257179726309,0.005102114319324318,0.0012199258324536103,"Grazer
dominated","Fishing
Pressure
= 0.2"
5.5,2.5,0.2,0.7229335926591092,0.004617302728646183,0.0011029328801024458,"Grazer
dominated","Fishing
Pressure
= 0.2"
6,2.5,0.2,0.7234358064165953,0.004216647393755851,0.0010064200240523294,"Grazer
dominated","Fishing
Pressure
= 0.2"
6.5,2.5,0.2,0.7238577097842371,0.0038799825299128655,9.254415474171186e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
7,2.5,0.2,0.7242171431366092,0.0035931095472311967,8.565257584384102e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
7.5,2.5,0.2,0.7245270263730983,0.003345741664846696,7.971638570532086e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
8,2.5,0.2,0.724796946042208,0.003130243422950069,7.454977182856857e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
8.5,2.5,0.2,0.7250341653154432,0.00294082812426026,7.001217713391363e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
9,2.5,0.2,0.7252442876967267,0.0027730301797727385,6.599531191078198e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
9.5,2.5,0.2,0.7254317054922829,0.0026233484256538496,6.241439628172199e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
10,2.5,0.2,0.7255999103059607,0.0024889990873209838,5.920210821423583e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
10.5,2.5,0.2,0.7257517126710339,0.002367740980854086,5.63043096159074e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
11,2.5,0.2,0.7258894003995928,0.002257749451736433,5.367696945973514e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
11.5,2.5,0.2,0.7260148547131519,0.0021575239004072173,5.128391022436914e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
12,2.5,0.2,0.7261296367286935,0.0020658188979945443,4.909513158932043e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
12.5,2.5,0.2,0.7262350527688123,0.0019815921574542774,4.7085545931602337e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
13,2.5,0.2,0.7263322043080455,0.0019039647367041508,4.5234012237651427e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
13.5,2.5,0.2,0.7264220266130745,0.001832190245105502,4.352258937526428e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
14,2.5,0.2,0.7265053189542203,0.0017656307632345307,4.193595273324286e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
14.5,2.5,0.2,0.7265827684580602,0.0017037378282675436,4.0460933996243375e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
15,2.5,0.2,0.7266549691097729,0.001646037283830147,3.9086154761297856e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
0,3,0.2,0.04742870425004161,0.41072855880679254,0.4333516729627886,"Grazer
dominated","Fishing
Pressure
= 0.2"
0.5,3,0.2,0.6039685827465121,0.10139941488024755,0.023345530793200273,"Grazer
dominated","Fishing
Pressure
= 0.2"
1,3,0.2,0.6900385869786807,0.03206317069206093,0.00637133345524436,"Grazer
dominated","Fishing
Pressure
= 0.2"
1.5,3,0.2,0.7055397833630759,0.01927013048114671,0.0037372018873436286,"Grazer
dominated","Fishing
Pressure
= 0.2"
2,3,0.2,0.7121523563801369,0.013788632106782607,0.0026470130082754404,"Grazer
dominated","Fishing
Pressure
= 0.2"
2.5,3,0.2,0.7158253677314902,0.010737855868204048,0.002049808043739931,"Grazer
dominated","Fishing
Pressure
= 0.2"
3,3,0.2,0.7181638110730547,0.008793356299208068,0.0016726480736187273,"Grazer
dominated","Fishing
Pressure
= 0.2"
3.5,3,0.2,0.7197835810213271,0.007445463747743089,0.0014127791177897518,"Grazer
dominated","Fishing
Pressure
= 0.2"
4,3,0.2,0.7209719787505703,0.006456023141636208,0.0012228302278403257,"Grazer
dominated","Fishing
Pressure
= 0.2"
4.5,3,0.2,0.7218811286722304,0.005698787054261439,0.0010779203624211487,"Grazer
dominated","Fishing
Pressure
= 0.2"
5,3,0.2,0.7225991323087946,0.005100579160246821,9.637246644164409e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
5.5,3,0.2,0.7231805494776223,0.004616053713223772,8.714119390144761e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
6,3,0.2,0.7236609761027241,0.0042156114054992325,7.952410670515106e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
6.5,3,0.2,0.7240646260213882,0.0038791093905380025,7.313179938030163e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
7,3,0.2,0.7244085441879995,0.003592363680877501,6.76908127017198e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
7.5,3,0.2,0.7247050771977803,0.0033450971492492198,6.300346485059565e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
8,3,0.2,0.724963387925874,0.0031296809245644343,5.89233014975517e-4,"Grazer
dominated","Fishing
Pressure
= 0.2"
