Initial_Coral,Fishing_Pressure,Final_Coral,Browsers,Id
0.85,0.08,0.6689064849268471,0.66,B0 = 0.66
0,0.09,0.6677058441180622,0.66,B0 = 0.66
0.01,0.09,0.6677058441180624,0.66,B0 = 0.66
0.02,0.09,0.6677058441180624,0.66,B0 = 0.66
0.03,0.09,0.6677058441180628,0.66,B0 = 0.66
0.04,0.09,0.6677058441180628,0.66,B0 = 0.66
0.05,0.09,0.6677058441180622,0.66,B0 = 0.66
0.06,0.09,0.6677058441180624,0.66,B0 = 0.66
0.07,0.09,0.6677058441180636,0.66,B0 = 0.66
0.08,0.09,0.6677058441180633,0.66,B0 = 0.66
0.09,0.09,0.6677058441180628,0.66,B0 = 0.66
0.1,0.09,0.6677058441180628,0.66,B0 = 0.66
0.11,0.09,0.6677058441180624,0.66,B0 = 0.66
0.12,0.09,0.6677058441180623,0.66,B0 = 0.66
0.13,0.09,0.6677058441180622,0.66,B0 = 0.66
0.14,0.09,0.6677058441180624,0.66,B0 = 0.66
0.15,0.09,0.6677058441180634,0.66,B0 = 0.66
0.16,0.09,0.6677058441180631,0.66,B0 = 0.66
0.17,0.09,0.6677058441180624,0.66,B0 = 0.66
0.18,0.09,0.6677058441180624,0.66,B0 = 0.66
0.19,0.09,0.667705844118063,0.66,B0 = 0.66
0.2,0.09,0.667705844118063,0.66,B0 = 0.66
0.21,0.09,0.6677058441180633,0.66,B0 = 0.66
0.22,0.09,0.6677058441180622,0.66,B0 = 0.66
0.23,0.09,0.6677058441180628,0.66,B0 = 0.66
0.24,0.09,0.6677058441180624,0.66,B0 = 0.66
0.25,0.09,0.6677058441180633,0.66,B0 = 0.66
0.26,0.09,0.6677058441180633,0.66,B0 = 0.66
0.27,0.09,0.6677058441180628,0.66,B0 = 0.66
0.28,0.09,0.6677058441180628,0.66,B0 = 0.66
0.29,0.09,0.667705844118063,0.66,B0 = 0.66
0.3,0.09,0.6677058441180636,0.66,B0 = 0.66
0.31,0.09,0.6677058441180634,0.66,B0 = 0.66
0.32,0.09,0.6677058441180634,0.66,B0 = 0.66
0.33,0.09,0.6677058441180633,0.66,B0 = 0.66
0.34,0.09,0.6677058441180631,0.66,B0 = 0.66
0.35000000000000003,0.09,0.6677058441180631,0.66,B0 = 0.66
0.36,0.09,0.6677058441180631,0.66,B0 = 0.66
0.37,0.09,0.6677058441180631,0.66,B0 = 0.66
0.38,0.09,0.6677058441180636,0.66,B0 = 0.66
0.39,0.09,0.6677058441180622,0.66,B0 = 0.66
0.4,0.09,0.6677058441180633,0.66,B0 = 0.66
0.41000000000000003,0.09,0.6677058441180623,0.66,B0 = 0.66
0.42,0.09,0.6677058441180638,0.66,B0 = 0.66
0.43,0.09,0.6677058441180628,0.66,B0 = 0.66
0.44,0.09,0.6677058441180631,0.66,B0 = 0.66
0.45,0.09,0.6677058441180628,0.66,B0 = 0.66
0.46,0.09,0.6677058441180636,0.66,B0 = 0.66
0.47000000000000003,0.09,0.6677058441180628,0.66,B0 = 0.66
0.48,0.09,0.6677058441180622,0.66,B0 = 0.66
0.49,0.09,0.6677058441180628,0.66,B0 = 0.66
0.5,0.09,0.6677058441180631,0.66,B0 = 0.66
0.51,0.09,0.6677058441180623,0.66,B0 = 0.66
0.52,0.09,0.6677058441180628,0.66,B0 = 0.66
0.53,0.09,0.6677058441180634,0.66,B0 = 0.66
0.54,0.09,0.6677058441180628,0.66,B0 = 0.66
0.55,0.09,0.6677058441180624,0.66,B0 = 0.66
0.56,0.09,0.6677058441180631,0.66,B0 = 0.66
0.5700000000000001,0.09,0.6677058441180622,0.66,B0 = 0.66
0.58,0.09,0.6677058441180631,0.66,B0 = 0.66
0.59,0.09,0.6677058441180624,0.66,B0 = 0.66
0.6,0.09,0.6677058441180623,0.66,B0 = 0.66
0.61,0.09,0.6677058441180633,0.66,B0 = 0.66
0.62,0.09,0.6677058441180633,0.66,B0 = 0.66
0.63,0.09,0.6677058441180628,0.66,B0 = 0.66
0.64,0.09,0.6677058441180633,0.66,B0 = 0.66
0.65,0.09,0.6677058441180636,0.66,B0 = 0.66
0.66,0.09,0.6677058441180631,0.66,B0 = 0.66
0.67,0.09,0.667705844118063,0.66,B0 = 0.66
0.68,0.09,0.6677058441180624,0.66,B0 = 0.66
0.6900000000000001,0.09,0.667705844118063,0.66,B0 = 0.66
0.7000000000000001,0.09,0.6677058441180634,0.66,B0 = 0.66
0.71,0.09,0.6677058441180677,0.66,B0 = 0.66
0.72,0.09,0.6677058441180682,0.66,B0 = 0.66
0.73,0.09,0.6677058441180677,0.66,B0 = 0.66
0.74,0.09,0.6677058441180682,0.66,B0 = 0.66
0.75,0.09,0.6677058441180682,0.66,B0 = 0.66
0.76,0.09,0.6677058441180677,0.66,B0 = 0.66
0.77,0.09,0.6677058441180682,0.66,B0 = 0.66
0.78,0.09,0.6677058441180678,0.66,B0 = 0.66
0.79,0.09,0.6677058441180682,0.66,B0 = 0.66
0.8,0.09,0.6677058441180671,0.66,B0 = 0.66
0.81,0.09,0.6677058441180678,0.66,B0 = 0.66
0.8200000000000001,0.09,0.6677058441180671,0.66,B0 = 0.66
0.8300000000000001,0.09,0.6677058441180677,0.66,B0 = 0.66
0.84,0.09,0.6677058441180668,0.66,B0 = 0.66
0.85,0.09,0.6677058441180677,0.66,B0 = 0.66
0,0.1,0.6664552010387561,0.66,B0 = 0.66
0.01,0.1,0.6664552010387558,0.66,B0 = 0.66
0.02,0.1,0.6664552010387553,0.66,B0 = 0.66
0.03,0.1,0.6664552010387556,0.66,B0 = 0.66
0.04,0.1,0.6664552010387554,0.66,B0 = 0.66
0.05,0.1,0.6664552010387556,0.66,B0 = 0.66
0.06,0.1,0.6664552010387553,0.66,B0 = 0.66
0.07,0.1,0.6664552010387556,0.66,B0 = 0.66
0.08,0.1,0.6664552010387554,0.66,B0 = 0.66
0.09,0.1,0.6664552010387559,0.66,B0 = 0.66
0.1,0.1,0.666455201038755,0.66,B0 = 0.66
0.11,0.1,0.666455201038755,0.66,B0 = 0.66
0.12,0.1,0.6664552010387551,0.66,B0 = 0.66
0.13,0.1,0.6664552010387548,0.66,B0 = 0.66
0.14,0.1,0.6664552010387556,0.66,B0 = 0.66
0.15,0.1,0.6664552010387556,0.66,B0 = 0.66
0.16,0.1,0.6664552010387561,0.66,B0 = 0.66
0.17,0.1,0.6664552010387558,0.66,B0 = 0.66
0.18,0.1,0.6664552010387553,0.66,B0 = 0.66
0.19,0.1,0.6664552010387559,0.66,B0 = 0.66
0.2,0.1,0.666455201038755,0.66,B0 = 0.66
0.21,0.1,0.6664552010387559,0.66,B0 = 0.66
0.22,0.1,0.6664552010387551,0.66,B0 = 0.66
0.23,0.1,0.666455201038755,0.66,B0 = 0.66
0.24,0.1,0.6664552010387558,0.66,B0 = 0.66
0.25,0.1,0.6664552010387558,0.66,B0 = 0.66
0.26,0.1,0.6664552010387561,0.66,B0 = 0.66
0.27,0.1,0.6664552010387551,0.66,B0 = 0.66
0.28,0.1,0.6664552010387556,0.66,B0 = 0.66
0.29,0.1,0.666455201038755,0.66,B0 = 0.66
0.3,0.1,0.6664552010387554,0.66,B0 = 0.66
0.31,0.1,0.6664552010387556,0.66,B0 = 0.66
0.32,0.1,0.6664552010387554,0.66,B0 = 0.66
0.33,0.1,0.6664552010387551,0.66,B0 = 0.66
0.34,0.1,0.666455201038755,0.66,B0 = 0.66
0.35000000000000003,0.1,0.6664552010387559,0.66,B0 = 0.66
0.36,0.1,0.666455201038755,0.66,B0 = 0.66
0.37,0.1,0.6664552010387558,0.66,B0 = 0.66
0.38,0.1,0.6664552010387556,0.66,B0 = 0.66
0.39,0.1,0.6664552010387553,0.66,B0 = 0.66
0.4,0.1,0.6664552010387551,0.66,B0 = 0.66
0.41000000000000003,0.1,0.6664552010387553,0.66,B0 = 0.66
0.42,0.1,0.6664552010387561,0.66,B0 = 0.66
0.43,0.1,0.6664552010387557,0.66,B0 = 0.66
0.44,0.1,0.6664552010387548,0.66,B0 = 0.66
0.45,0.1,0.6664552010387557,0.66,B0 = 0.66
0.46,0.1,0.6664552010387559,0.66,B0 = 0.66
0.47000000000000003,0.1,0.6664552010387556,0.66,B0 = 0.66
0.48,0.1,0.666455201038755,0.66,B0 = 0.66
0.49,0.1,0.6664552010387553,0.66,B0 = 0.66
0.5,0.1,0.6664552010387553,0.66,B0 = 0.66
0.51,0.1,0.6664552010387557,0.66,B0 = 0.66
0.52,0.1,0.6664552010387551,0.66,B0 = 0.66
0.53,0.1,0.666455201038755,0.66,B0 = 0.66
0.54,0.1,0.6664552010387553,0.66,B0 = 0.66
0.55,0.1,0.6664552010387553,0.66,B0 = 0.66
0.56,0.1,0.6664552010387559,0.66,B0 = 0.66
0.5700000000000001,0.1,0.6664552010387558,0.66,B0 = 0.66
0.58,0.1,0.666455201038756,0.66,B0 = 0.66
0.59,0.1,0.6664552010387557,0.66,B0 = 0.66
0.6,0.1,0.666455201038755,0.66,B0 = 0.66
0.61,0.1,0.6664552010387559,0.66,B0 = 0.66
0.62,0.1,0.6664552010387551,0.66,B0 = 0.66
0.63,0.1,0.6664552010387559,0.66,B0 = 0.66
0.64,0.1,0.6664552010387551,0.66,B0 = 0.66
0.65,0.1,0.6664552010387554,0.66,B0 = 0.66
0.66,0.1,0.6664552010387556,0.66,B0 = 0.66
0.67,0.1,0.6664552010387559,0.66,B0 = 0.66
0.68,0.1,0.6664552010387559,0.66,B0 = 0.66
0.6900000000000001,0.1,0.6664552010387551,0.66,B0 = 0.66
0.7000000000000001,0.1,0.6664552010387556,0.66,B0 = 0.66
0.71,0.1,0.6664552010387604,0.66,B0 = 0.66
0.72,0.1,0.6664552010387604,0.66,B0 = 0.66
0.73,0.1,0.6664552010387597,0.66,B0 = 0.66
0.74,0.1,0.66645520103876,0.66,B0 = 0.66
0.75,0.1,0.6664552010387603,0.66,B0 = 0.66
0.76,0.1,0.6664552010387602,0.66,B0 = 0.66
0.77,0.1,0.66645520103876,0.66,B0 = 0.66
0.78,0.1,0.6664552010387599,0.66,B0 = 0.66
0.79,0.1,0.66645520103876,0.66,B0 = 0.66
0.8,0.1,0.6664552010387599,0.66,B0 = 0.66
0.81,0.1,0.6664552010387598,0.66,B0 = 0.66
0.8200000000000001,0.1,0.6664552010387608,0.66,B0 = 0.66
0.8300000000000001,0.1,0.6664552010387599,0.66,B0 = 0.66
0.84,0.1,0.6664552010387604,0.66,B0 = 0.66
0.85,0.1,0.6664552010387604,0.66,B0 = 0.66
0,0.11,0.6651512749264806,0.66,B0 = 0.66
0.01,0.11,0.665151274926481,0.66,B0 = 0.66
0.02,0.11,0.6651512749264805,0.66,B0 = 0.66
0.03,0.11,0.6651512749264805,0.66,B0 = 0.66
0.04,0.11,0.6651512749264805,0.66,B0 = 0.66
0.05,0.11,0.6651512749264804,0.66,B0 = 0.66
0.06,0.11,0.6651512749264806,0.66,B0 = 0.66
0.07,0.11,0.6651512749264801,0.66,B0 = 0.66
0.08,0.11,0.6651512749264805,0.66,B0 = 0.66
0.09,0.11,0.6651512749264805,0.66,B0 = 0.66
0.1,0.11,0.6651512749264813,0.66,B0 = 0.66
0.11,0.11,0.6651512749264811,0.66,B0 = 0.66
0.12,0.11,0.665151274926481,0.66,B0 = 0.66
0.13,0.11,0.6651512749264805,0.66,B0 = 0.66
0.14,0.11,0.6651512749264805,0.66,B0 = 0.66
0.15,0.11,0.6651512749264812,0.66,B0 = 0.66
0.16,0.11,0.6651512749264811,0.66,B0 = 0.66
0.17,0.11,0.665151274926481,0.66,B0 = 0.66
0.18,0.11,0.6651512749264805,0.66,B0 = 0.66
0.19,0.11,0.665151274926481,0.66,B0 = 0.66
0.2,0.11,0.6651512749264812,0.66,B0 = 0.66
0.21,0.11,0.6651512749264805,0.66,B0 = 0.66
0.22,0.11,0.6651512749264811,0.66,B0 = 0.66
0.23,0.11,0.6651512749264813,0.66,B0 = 0.66
0.24,0.11,0.665151274926481,0.66,B0 = 0.66
0.25,0.11,0.6651512749264802,0.66,B0 = 0.66
0.26,0.11,0.6651512749264804,0.66,B0 = 0.66
0.27,0.11,0.6651512749264805,0.66,B0 = 0.66
0.28,0.11,0.6651512749264811,0.66,B0 = 0.66
0.29,0.11,0.6651512749264804,0.66,B0 = 0.66
0.3,0.11,0.6651512749264812,0.66,B0 = 0.66
0.31,0.11,0.6651512749264805,0.66,B0 = 0.66
0.32,0.11,0.6651512749264813,0.66,B0 = 0.66
0.33,0.11,0.6651512749264805,0.66,B0 = 0.66
0.34,0.11,0.6651512749264804,0.66,B0 = 0.66
0.35000000000000003,0.11,0.6651512749264805,0.66,B0 = 0.66
0.36,0.11,0.6651512749264805,0.66,B0 = 0.66
0.37,0.11,0.6651512749264812,0.66,B0 = 0.66
0.38,0.11,0.665151274926481,0.66,B0 = 0.66
0.39,0.11,0.6651512749264805,0.66,B0 = 0.66
0.4,0.11,0.6651512749264805,0.66,B0 = 0.66
0.41000000000000003,0.11,0.665151274926481,0.66,B0 = 0.66
0.42,0.11,0.6651512749264801,0.66,B0 = 0.66
0.43,0.11,0.6651512749264805,0.66,B0 = 0.66
0.44,0.11,0.665151274926481,0.66,B0 = 0.66
0.45,0.11,0.6651512749264811,0.66,B0 = 0.66
0.46,0.11,0.6651512749264805,0.66,B0 = 0.66
0.47000000000000003,0.11,0.6651512749264812,0.66,B0 = 0.66
0.48,0.11,0.6651512749264805,0.66,B0 = 0.66
0.49,0.11,0.6651512749264806,0.66,B0 = 0.66
0.5,0.11,0.6651512749264799,0.66,B0 = 0.66
0.51,0.11,0.6651512749264811,0.66,B0 = 0.66
0.52,0.11,0.6651512749264801,0.66,B0 = 0.66
0.53,0.11,0.6651512749264805,0.66,B0 = 0.66
0.54,0.11,0.6651512749264805,0.66,B0 = 0.66
0.55,0.11,0.6651512749264813,0.66,B0 = 0.66
0.56,0.11,0.6651512749264805,0.66,B0 = 0.66
0.5700000000000001,0.11,0.6651512749264805,0.66,B0 = 0.66
0.58,0.11,0.6651512749264806,0.66,B0 = 0.66
0.59,0.11,0.6651512749264805,0.66,B0 = 0.66
0.6,0.11,0.665151274926481,0.66,B0 = 0.66
0.61,0.11,0.665151274926481,0.66,B0 = 0.66
0.62,0.11,0.6651512749264805,0.66,B0 = 0.66
0.63,0.11,0.6651512749264812,0.66,B0 = 0.66
0.64,0.11,0.6651512749264812,0.66,B0 = 0.66
0.65,0.11,0.6651512749264812,0.66,B0 = 0.66
0.66,0.11,0.6651512749264805,0.66,B0 = 0.66
0.67,0.11,0.6651512749264802,0.66,B0 = 0.66
0.68,0.11,0.6651512749264805,0.66,B0 = 0.66
0.6900000000000001,0.11,0.6651512749264813,0.66,B0 = 0.66
0.7000000000000001,0.11,0.6651512749264805,0.66,B0 = 0.66
0.71,0.11,0.6651512749264851,0.66,B0 = 0.66
0.72,0.11,0.6651512749264853,0.66,B0 = 0.66
0.73,0.11,0.6651512749264853,0.66,B0 = 0.66
0.74,0.11,0.6651512749264851,0.66,B0 = 0.66
0.75,0.11,0.6651512749264855,0.66,B0 = 0.66
0.76,0.11,0.6651512749264855,0.66,B0 = 0.66
0.77,0.11,0.6651512749264851,0.66,B0 = 0.66
0.78,0.11,0.6651512749264853,0.66,B0 = 0.66
0.79,0.11,0.665151274926485,0.66,B0 = 0.66
0.8,0.11,0.6651512749264855,0.66,B0 = 0.66
0.81,0.11,0.6651512749264852,0.66,B0 = 0.66
0.8200000000000001,0.11,0.6651512749264852,0.66,B0 = 0.66
0.8300000000000001,0.11,0.6651512749264851,0.66,B0 = 0.66
0.84,0.11,0.6651512749264851,0.66,B0 = 0.66
0.85,0.11,0.665151274926486,0.66,B0 = 0.66
0,0.12,0.6637904811904907,0.66,B0 = 0.66
0.01,0.12,0.6637904811904911,0.66,B0 = 0.66
0.02,0.12,0.663790481190491,0.66,B0 = 0.66
0.03,0.12,0.6637904811904903,0.66,B0 = 0.66
0.04,0.12,0.6637904811904908,0.66,B0 = 0.66
0.05,0.12,0.663790481190491,0.66,B0 = 0.66
0.06,0.12,0.6637904811904912,0.66,B0 = 0.66
0.07,0.12,0.663790481190491,0.66,B0 = 0.66
0.08,0.12,0.6637904811904901,0.66,B0 = 0.66
0.09,0.12,0.6637904811904906,0.66,B0 = 0.66
0.1,0.12,0.6637904811904902,0.66,B0 = 0.66
0.11,0.12,0.6637904811904912,0.66,B0 = 0.66
0.12,0.12,0.6637904811904899,0.66,B0 = 0.66
0.13,0.12,0.6637904811904907,0.66,B0 = 0.66
0.14,0.12,0.6637904811904902,0.66,B0 = 0.66
0.15,0.12,0.663790481190491,0.66,B0 = 0.66
0.16,0.12,0.663790481190491,0.66,B0 = 0.66
0.17,0.12,0.6637904811904906,0.66,B0 = 0.66
0.18,0.12,0.663790481190491,0.66,B0 = 0.66
0.19,0.12,0.6637904811904907,0.66,B0 = 0.66
0.2,0.12,0.663790481190491,0.66,B0 = 0.66
0.21,0.12,0.663790481190491,0.66,B0 = 0.66
0.22,0.12,0.6637904811904911,0.66,B0 = 0.66
0.23,0.12,0.663790481190491,0.66,B0 = 0.66
0.24,0.12,0.6637904811904907,0.66,B0 = 0.66
0.25,0.12,0.6637904811904901,0.66,B0 = 0.66
0.26,0.12,0.6637904811904907,0.66,B0 = 0.66
0.27,0.12,0.6637904811904907,0.66,B0 = 0.66
0.28,0.12,0.6637904811904901,0.66,B0 = 0.66
0.29,0.12,0.6637904811904904,0.66,B0 = 0.66
0.3,0.12,0.6637904811904911,0.66,B0 = 0.66
0.31,0.12,0.6637904811904907,0.66,B0 = 0.66
0.32,0.12,0.663790481190491,0.66,B0 = 0.66
0.33,0.12,0.6637904811904907,0.66,B0 = 0.66
0.34,0.12,0.6637904811904913,0.66,B0 = 0.66
0.35000000000000003,0.12,0.6637904811904907,0.66,B0 = 0.66
0.36,0.12,0.6637904811904907,0.66,B0 = 0.66
0.37,0.12,0.6637904811904912,0.66,B0 = 0.66
0.38,0.12,0.663790481190491,0.66,B0 = 0.66
0.39,0.12,0.6637904811904911,0.66,B0 = 0.66
0.4,0.12,0.6637904811904907,0.66,B0 = 0.66
0.41000000000000003,0.12,0.66379048119049,0.66,B0 = 0.66
0.42,0.12,0.6637904811904907,0.66,B0 = 0.66
0.43,0.12,0.6637904811904908,0.66,B0 = 0.66
0.44,0.12,0.6637904811904907,0.66,B0 = 0.66
0.45,0.12,0.6637904811904906,0.66,B0 = 0.66
0.46,0.12,0.6637904811904907,0.66,B0 = 0.66
0.47000000000000003,0.12,0.6637904811904907,0.66,B0 = 0.66
0.48,0.12,0.6637904811904907,0.66,B0 = 0.66
0.49,0.12,0.6637904811904903,0.66,B0 = 0.66
0.5,0.12,0.6637904811904908,0.66,B0 = 0.66
0.51,0.12,0.6637904811904907,0.66,B0 = 0.66
0.52,0.12,0.663790481190491,0.66,B0 = 0.66
0.53,0.12,0.6637904811904906,0.66,B0 = 0.66
0.54,0.12,0.663790481190491,0.66,B0 = 0.66
0.55,0.12,0.6637904811904903,0.66,B0 = 0.66
0.56,0.12,0.6637904811904907,0.66,B0 = 0.66
0.5700000000000001,0.12,0.6637904811904899,0.66,B0 = 0.66
0.58,0.12,0.663790481190491,0.66,B0 = 0.66
0.59,0.12,0.6637904811904901,0.66,B0 = 0.66
0.6,0.12,0.6637904811904911,0.66,B0 = 0.66
0.61,0.12,0.6637904811904907,0.66,B0 = 0.66
0.62,0.12,0.663790481190491,0.66,B0 = 0.66
0.63,0.12,0.6637904811904912,0.66,B0 = 0.66
0.64,0.12,0.6637904811904907,0.66,B0 = 0.66
0.65,0.12,0.663790481190491,0.66,B0 = 0.66
0.66,0.12,0.6637904811904907,0.66,B0 = 0.66
0.67,0.12,0.6637904811904906,0.66,B0 = 0.66
0.68,0.12,0.6637904811904908,0.66,B0 = 0.66
0.6900000000000001,0.12,0.663790481190491,0.66,B0 = 0.66
0.7000000000000001,0.12,0.6637904811904907,0.66,B0 = 0.66
0.71,0.12,0.6637904811904948,0.66,B0 = 0.66
0.72,0.12,0.6637904811904949,0.66,B0 = 0.66
0.73,0.12,0.6637904811904957,0.66,B0 = 0.66
0.74,0.12,0.6637904811904953,0.66,B0 = 0.66
0.75,0.12,0.6637904811904953,0.66,B0 = 0.66
0.76,0.12,0.6637904811904944,0.66,B0 = 0.66
0.77,0.12,0.6637904811904953,0.66,B0 = 0.66
0.78,0.12,0.663790481190495,0.66,B0 = 0.66
0.79,0.12,0.663790481190495,0.66,B0 = 0.66
0.8,0.12,0.6637904811904954,0.66,B0 = 0.66
0.81,0.12,0.6637904811904948,0.66,B0 = 0.66
0.8200000000000001,0.12,0.6637904811904953,0.66,B0 = 0.66
0.8300000000000001,0.12,0.6637904811904956,0.66,B0 = 0.66
0.84,0.12,0.6637904811904948,0.66,B0 = 0.66
0.85,0.12,0.6637904811904949,0.66,B0 = 0.66
0,0.13,0.6623688940328957,0.66,B0 = 0.66
0.01,0.13,0.6623688940328956,0.66,B0 = 0.66
0.02,0.13,0.6623688940328956,0.66,B0 = 0.66
0.03,0.13,0.6623688940328957,0.66,B0 = 0.66
0.04,0.13,0.6623688940328957,0.66,B0 = 0.66
0.05,0.13,0.6623688940328961,0.66,B0 = 0.66
0.06,0.13,0.662368894032896,0.66,B0 = 0.66
0.07,0.13,0.6623688940328957,0.66,B0 = 0.66
0.08,0.13,0.6623688940328956,0.66,B0 = 0.66
0.09,0.13,0.6623688940328964,0.66,B0 = 0.66
0.1,0.13,0.6623688940328956,0.66,B0 = 0.66
0.11,0.13,0.6623688940328957,0.66,B0 = 0.66
0.12,0.13,0.6623688940328961,0.66,B0 = 0.66
0.13,0.13,0.6623688940328956,0.66,B0 = 0.66
0.14,0.13,0.6623688940328961,0.66,B0 = 0.66
0.15,0.13,0.6623688940328953,0.66,B0 = 0.66
0.16,0.13,0.6623688940328961,0.66,B0 = 0.66
0.17,0.13,0.6623688940328961,0.66,B0 = 0.66
0.18,0.13,0.6623688940328961,0.66,B0 = 0.66
0.19,0.13,0.6623688940328957,0.66,B0 = 0.66
0.2,0.13,0.662368894032896,0.66,B0 = 0.66
0.21,0.13,0.6623688940328956,0.66,B0 = 0.66
0.22,0.13,0.6623688940328957,0.66,B0 = 0.66
0.23,0.13,0.6623688940328957,0.66,B0 = 0.66
0.24,0.13,0.6623688940328956,0.66,B0 = 0.66
0.25,0.13,0.6623688940328957,0.66,B0 = 0.66
0.26,0.13,0.6623688940328953,0.66,B0 = 0.66
0.27,0.13,0.6623688940328961,0.66,B0 = 0.66
0.28,0.13,0.662368894032895,0.66,B0 = 0.66
0.29,0.13,0.6623688940328961,0.66,B0 = 0.66
0.3,0.13,0.6623688940328956,0.66,B0 = 0.66
0.31,0.13,0.6623688940328964,0.66,B0 = 0.66
0.32,0.13,0.6623688940328961,0.66,B0 = 0.66
0.33,0.13,0.6623688940328961,0.66,B0 = 0.66
0.34,0.13,0.6623688940328953,0.66,B0 = 0.66
0.35000000000000003,0.13,0.6623688940328956,0.66,B0 = 0.66
0.36,0.13,0.6623688940328956,0.66,B0 = 0.66
0.37,0.13,0.6623688940328956,0.66,B0 = 0.66
0.38,0.13,0.662368894032896,0.66,B0 = 0.66
0.39,0.13,0.6623688940328956,0.66,B0 = 0.66
0.4,0.13,0.6623688940328957,0.66,B0 = 0.66
0.41000000000000003,0.13,0.662368894032895,0.66,B0 = 0.66
0.42,0.13,0.6623688940328956,0.66,B0 = 0.66
0.43,0.13,0.6623688940328957,0.66,B0 = 0.66
0.44,0.13,0.6623688940328956,0.66,B0 = 0.66
0.45,0.13,0.6623688940328957,0.66,B0 = 0.66
0.46,0.13,0.6623688940328957,0.66,B0 = 0.66
0.47000000000000003,0.13,0.6623688940328957,0.66,B0 = 0.66
0.48,0.13,0.6623688940328956,0.66,B0 = 0.66
0.49,0.13,0.6623688940328966,0.66,B0 = 0.66
0.5,0.13,0.6623688940328957,0.66,B0 = 0.66
0.51,0.13,0.6623688940328956,0.66,B0 = 0.66
0.52,0.13,0.6623688940328957,0.66,B0 = 0.66
0.53,0.13,0.662368894032896,0.66,B0 = 0.66
0.54,0.13,0.6623688940328956,0.66,B0 = 0.66
0.55,0.13,0.6623688940328963,0.66,B0 = 0.66
0.56,0.13,0.6623688940328963,0.66,B0 = 0.66
0.5700000000000001,0.13,0.6623688940328961,0.66,B0 = 0.66
0.58,0.13,0.6623688940328956,0.66,B0 = 0.66
0.59,0.13,0.6623688940328964,0.66,B0 = 0.66
0.6,0.13,0.6623688940328964,0.66,B0 = 0.66
0.61,0.13,0.6623688940328963,0.66,B0 = 0.66
0.62,0.13,0.6623688940328957,0.66,B0 = 0.66
0.63,0.13,0.6623688940328957,0.66,B0 = 0.66
0.64,0.13,0.6623688940328957,0.66,B0 = 0.66
0.65,0.13,0.6623688940328956,0.66,B0 = 0.66
0.66,0.13,0.6623688940328957,0.66,B0 = 0.66
0.67,0.13,0.6623688940328957,0.66,B0 = 0.66
0.68,0.13,0.6623688940328961,0.66,B0 = 0.66
0.6900000000000001,0.13,0.6623688940328957,0.66,B0 = 0.66
0.7000000000000001,0.13,0.662368894032895,0.66,B0 = 0.66
0.71,0.13,0.662368894032901,0.66,B0 = 0.66
0.72,0.13,0.6623688940329002,0.66,B0 = 0.66
0.73,0.13,0.6623688940329002,0.66,B0 = 0.66
0.74,0.13,0.6623688940329002,0.66,B0 = 0.66
0.75,0.13,0.6623688940329004,0.66,B0 = 0.66
0.76,0.13,0.6623688940329002,0.66,B0 = 0.66
0.77,0.13,0.6623688940329004,0.66,B0 = 0.66
0.78,0.13,0.662368894032901,0.66,B0 = 0.66
0.79,0.13,0.6623688940329008,0.66,B0 = 0.66
0.8,0.13,0.6623688940329002,0.66,B0 = 0.66
0.81,0.13,0.6623688940329008,0.66,B0 = 0.66
0.8200000000000001,0.13,0.6623688940329008,0.66,B0 = 0.66
0.8300000000000001,0.13,0.6623688940329002,0.66,B0 = 0.66
0.84,0.13,0.6623688940329004,0.66,B0 = 0.66
0.85,0.13,0.6623688940329008,0.66,B0 = 0.66
0,0.14,0.6608822032001954,0.66,B0 = 0.66
0.01,0.14,0.6608822032001951,0.66,B0 = 0.66
0.02,0.14,0.6608822032001954,0.66,B0 = 0.66
0.03,0.14,0.6608822032001938,0.66,B0 = 0.66
0.04,0.14,0.6608822032001944,0.66,B0 = 0.66
0.05,0.14,0.6608822032001945,0.66,B0 = 0.66
0.06,0.14,0.660882203200195,0.66,B0 = 0.66
0.07,0.14,0.6608822032001951,0.66,B0 = 0.66
0.08,0.14,0.6608822032001956,0.66,B0 = 0.66
0.09,0.14,0.6608822032001951,0.66,B0 = 0.66
0.1,0.14,0.6608822032001945,0.66,B0 = 0.66
0.11,0.14,0.6608822032001944,0.66,B0 = 0.66
0.12,0.14,0.6608822032001954,0.66,B0 = 0.66
0.13,0.14,0.6608822032001944,0.66,B0 = 0.66
0.14,0.14,0.6608822032001938,0.66,B0 = 0.66
0.15,0.14,0.660882203200195,0.66,B0 = 0.66
0.16,0.14,0.6608822032001949,0.66,B0 = 0.66
0.17,0.14,0.6608822032001944,0.66,B0 = 0.66
0.18,0.14,0.6608822032001944,0.66,B0 = 0.66
0.19,0.14,0.6608822032001946,0.66,B0 = 0.66
0.2,0.14,0.6608822032001946,0.66,B0 = 0.66
0.21,0.14,0.6608822032001946,0.66,B0 = 0.66
0.22,0.14,0.6608822032001951,0.66,B0 = 0.66
0.23,0.14,0.6608822032001951,0.66,B0 = 0.66
0.24,0.14,0.6608822032001946,0.66,B0 = 0.66
0.25,0.14,0.6608822032001954,0.66,B0 = 0.66
0.26,0.14,0.6608822032001945,0.66,B0 = 0.66
0.27,0.14,0.660882203200194,0.66,B0 = 0.66
0.28,0.14,0.6608822032001949,0.66,B0 = 0.66
0.29,0.14,0.6608822032001951,0.66,B0 = 0.66
